Request_id,Pickup_point,Driver_id,Status,Request_timestamp,Time_slot,Drop_timestamp,Hour_of_day,weekday
2035,City,253,Trip Completed,12-07-2016 14:15,Evening,12-07-2016 15:06,14,Tuesday
2762,Airport,253,Trip Completed,13-07-2016 03:55,Early Morning,13-07-2016 04:42,3,Wednesday
2857,City,253,Trip Completed,13-07-2016 05:35,Morning,13-07-2016 06:24,5,Wednesday
3236,City,253,Trip Completed,13-07-2016 10:08,Day,13-07-2016 11:13,10,Wednesday
5056,Airport,253,Trip Completed,14-07-2016 19:26,Night,14-07-2016 19:55,19,Thursday
6221,City,253,Trip Completed,15-07-2016 17:35,Night,15-07-2016 18:14,17,Friday
329,Airport,254,Trip Completed,11-07-2016 07:42,Morning,11-07-2016 08:49,7,Monday
465,City,254,Trip Completed,11-07-2016 09:15,Day,11-07-2016 09:55,9,Monday
650,City,254,Trip Completed,11-07-2016 12:42,Evening,11-07-2016 13:56,12,Monday
900,Airport,254,Trip Completed,11-07-2016 18:13,Night,11-07-2016 18:51,18,Monday
1309,City,254,Trip Completed,11-07-2016 22:40,Night,11-07-2016 23:15,22,Monday
2340,Airport,254,Trip Completed,12-07-2016 19:16,Night,12-07-2016 19:48,19,Tuesday
4043,City,254,Trip Completed,14-07-2016 00:42,Early Morning,14-07-2016 01:51,0,Thursday
4264,City,254,Trip Completed,14-07-2016 06:15,Morning,14-07-2016 06:56,6,Thursday
4788,City,254,Trip Completed,14-07-2016 16:39,Evening,14-07-2016 17:11,16,Thursday
6046,City,254,Trip Completed,15-07-2016 13:20,Evening,15-07-2016 14:15,13,Friday
6182,City,254,Trip Completed,15-07-2016 17:06,Night,15-07-2016 18:24,17,Friday
66,City,255,Trip Completed,11-07-2016 04:21,Morning,11-07-2016 04:54,4,Monday
688,Airport,255,Trip Completed,11-07-2016 13:41,Evening,11-07-2016 14:27,13,Monday
1924,City,255,Trip Completed,12-07-2016 11:02,Day,12-07-2016 11:44,11,Tuesday
2463,City,255,Trip Completed,12-07-2016 20:33,Night,12-07-2016 21:35,20,Tuesday
3679,Airport,255,Trip Completed,13-07-2016 19:30,Night,13-07-2016 20:12,19,Wednesday
4351,Airport,255,Trip Completed,14-07-2016 07:24,Morning,14-07-2016 08:17,7,Thursday
4699,City,255,Trip Completed,14-07-2016 13:10,Evening,14-07-2016 14:15,13,Thursday
5313,Airport,255,Trip Completed,14-07-2016 22:02,Night,14-07-2016 22:44,22,Thursday
100,City,256,Trip Completed,11-07-2016 05:00,Morning,11-07-2016 05:47,5,Monday
1129,Airport,256,Trip Completed,11-07-2016 20:27,Night,11-07-2016 21:35,20,Monday
2560,City,256,Trip Completed,12-07-2016 21:29,Night,12-07-2016 22:10,21,Tuesday
2662,Airport,256,Trip Completed,12-07-2016 23:22,Night,13-07-2016 00:12,23,Tuesday
2959,Airport,256,Trip Completed,13-07-2016 06:40,Morning,13-07-2016 07:37,6,Wednesday
4747,City,256,Trip Completed,14-07-2016 15:10,Evening,14-07-2016 16:12,15,Thursday
5481,City,256,Trip Completed,15-07-2016 04:48,Morning,15-07-2016 05:31,4,Friday
6089,City,256,Trip Completed,15-07-2016 14:36,Evening,15-07-2016 15:36,14,Friday
1310,City,257,Trip Completed,11-07-2016 22:45,Night,11-07-2016 23:36,22,Monday
1497,City,257,Trip Completed,12-07-2016 05:34,Morning,12-07-2016 06:45,5,Tuesday
3154,City,257,Trip Completed,13-07-2016 09:06,Day,13-07-2016 10:18,9,Wednesday
3263,Airport,257,Trip Completed,13-07-2016 10:21,Day,13-07-2016 11:35,10,Wednesday
4377,City,257,Trip Completed,14-07-2016 07:46,Morning,14-07-2016 08:10,7,Thursday
6158,Airport,257,Trip Completed,15-07-2016 16:34,Evening,15-07-2016 17:50,16,Friday
6471,Airport,257,Trip Completed,15-07-2016 20:17,Night,15-07-2016 21:31,20,Friday
6719,City,257,Trip Completed,15-07-2016 23:17,Night,15-07-2016 23:49,23,Friday
663,Airport,258,Trip Completed,11-07-2016 12:58,Evening,11-07-2016 13:50,12,Monday
1059,Airport,258,Trip Completed,11-07-2016 19:49,Night,11-07-2016 21:03,19,Monday
1279,City,258,Trip Completed,11-07-2016 22:11,Night,11-07-2016 22:36,22,Monday
2683,City,258,Trip Completed,12-07-2016 00:11,Early Morning,12-07-2016 00:52,0,Tuesday
1940,Airport,258,Trip Completed,12-07-2016 11:20,Day,12-07-2016 12:37,11,Tuesday
3420,City,258,Trip Completed,13-07-2016 15:41,Evening,13-07-2016 16:19,15,Wednesday
3905,City,258,Trip Completed,13-07-2016 22:06,Night,13-07-2016 22:48,22,Wednesday
4665,City,258,Trip Completed,14-07-2016 12:21,Evening,14-07-2016 13:13,12,Thursday
5970,City,258,Trip Completed,15-07-2016 11:03,Day,15-07-2016 12:00,11,Friday
6232,City,258,Trip Completed,15-07-2016 17:44,Night,15-07-2016 18:52,17,Friday
694,City,259,Trip Completed,11-07-2016 13:46,Evening,11-07-2016 14:29,13,Monday
1515,City,259,Trip Completed,12-07-2016 05:45,Morning,12-07-2016 06:20,5,Tuesday
1581,Airport,259,Trip Completed,12-07-2016 06:27,Morning,12-07-2016 07:27,6,Tuesday
3006,City,259,Trip Completed,13-07-2016 07:14,Morning,13-07-2016 08:29,7,Wednesday
3271,Airport,259,Trip Completed,13-07-2016 10:28,Day,13-07-2016 11:42,10,Wednesday
4879,Airport,259,Trip Completed,14-07-2016 17:49,Night,14-07-2016 18:35,17,Thursday
5276,City,259,Trip Completed,14-07-2016 21:35,Night,14-07-2016 22:47,21,Thursday
6658,Airport,259,Trip Completed,15-07-2016 22:15,Night,15-07-2016 23:12,22,Friday
394,Airport,260,Trip Completed,11-07-2016 08:22,Day,11-07-2016 08:59,8,Monday
1442,Airport,260,Trip Completed,12-07-2016 04:49,Morning,12-07-2016 05:42,4,Tuesday
3274,Airport,260,Trip Completed,13-07-2016 10:36,Day,13-07-2016 11:35,10,Wednesday
5051,Airport,260,Trip Completed,14-07-2016 19:21,Night,14-07-2016 20:14,19,Thursday
5345,Airport,260,Trip Completed,14-07-2016 22:43,Night,14-07-2016 23:40,22,Thursday
6499,City,260,Trip Completed,15-07-2016 20:35,Night,15-07-2016 21:17,20,Friday
273,Airport,261,Trip Completed,11-07-2016 06:51,Morning,11-07-2016 07:55,6,Monday
794,City,261,Trip Completed,11-07-2016 17:04,Night,11-07-2016 17:52,17,Monday
1044,City,261,Trip Completed,11-07-2016 19:35,Night,11-07-2016 20:18,19,Monday
1629,Airport,261,Trip Completed,12-07-2016 07:04,Morning,12-07-2016 07:55,7,Tuesday
2050,Airport,261,Trip Completed,12-07-2016 14:50,Evening,12-07-2016 15:37,14,Tuesday
2209,City,261,Trip Completed,12-07-2016 17:55,Night,12-07-2016 18:40,17,Tuesday
2953,City,261,Trip Completed,13-07-2016 06:39,Morning,13-07-2016 07:55,6,Wednesday
3508,City,261,Trip Completed,13-07-2016 17:41,Night,13-07-2016 18:46,17,Wednesday
4674,City,261,Trip Completed,14-07-2016 12:37,Evening,14-07-2016 13:21,12,Thursday
5786,City,261,Trip Completed,15-07-2016 08:30,Day,15-07-2016 09:32,8,Friday
6017,Airport,261,Trip Completed,15-07-2016 12:38,Evening,15-07-2016 13:49,12,Friday
6613,City,261,Trip Completed,15-07-2016 21:46,Night,15-07-2016 22:26,21,Friday
361,City,262,Trip Completed,11-07-2016 08:05,Day,11-07-2016 08:48,8,Monday
1101,City,262,Trip Completed,11-07-2016 20:07,Night,11-07-2016 21:01,20,Monday
1272,Airport,262,Trip Completed,11-07-2016 22:00,Night,11-07-2016 22:56,22,Monday
2106,City,262,Trip Completed,12-07-2016 16:14,Evening,12-07-2016 16:55,16,Tuesday
2584,Airport,262,Trip Completed,12-07-2016 21:43,Night,12-07-2016 22:36,21,Tuesday
3305,City,262,Trip Completed,13-07-2016 11:53,Day,13-07-2016 12:50,11,Wednesday
4733,City,262,Trip Completed,14-07-2016 14:26,Evening,14-07-2016 15:21,14,Thursday
6124,Airport,262,Trip Completed,15-07-2016 15:30,Evening,15-07-2016 16:07,15,Friday
751,Airport,263,Trip Completed,11-07-2016 16:00,Evening,11-07-2016 16:33,16,Monday
992,City,263,Trip Completed,11-07-2016 19:00,Night,11-07-2016 20:12,19,Monday
1247,Airport,263,Trip Completed,11-07-2016 21:51,Night,11-07-2016 22:47,21,Monday
1465,City,263,Trip Completed,12-07-2016 04:59,Morning,12-07-2016 06:17,4,Tuesday
1686,City,263,Trip Completed,12-07-2016 07:49,Morning,12-07-2016 09:02,7,Tuesday
2642,City,263,Trip Completed,12-07-2016 22:33,Night,12-07-2016 23:34,22,Tuesday
2907,Airport,263,Trip Completed,13-07-2016 06:05,Morning,13-07-2016 07:11,6,Wednesday
3408,City,263,Trip Completed,13-07-2016 15:27,Evening,13-07-2016 16:17,15,Wednesday
4488,City,263,Trip Completed,14-07-2016 08:59,Day,14-07-2016 09:34,8,Thursday
6470,City,263,Trip Completed,15-07-2016 20:17,Night,15-07-2016 21:16,20,Friday
5,Airport,264,Trip Completed,11-07-2016 00:36,Early Morning,11-07-2016 01:35,0,Monday
374,Airport,264,Trip Completed,11-07-2016 08:10,Day,11-07-2016 09:03,8,Monday
721,City,264,Trip Completed,11-07-2016 14:56,Evening,11-07-2016 15:46,14,Monday
1130,City,264,Trip Completed,11-07-2016 20:27,Night,11-07-2016 21:42,20,Monday
2449,Airport,264,Trip Completed,12-07-2016 20:26,Night,12-07-2016 21:15,20,Tuesday
3755,Airport,264,Trip Completed,13-07-2016 20:33,Night,13-07-2016 21:34,20,Wednesday
4521,City,264,Trip Completed,14-07-2016 09:15,Day,14-07-2016 10:32,9,Thursday
4977,City,264,Trip Completed,14-07-2016 18:44,Night,14-07-2016 19:24,18,Thursday
94,City,265,Trip Completed,11-07-2016 04:59,Morning,11-07-2016 05:58,4,Monday
1197,City,265,Trip Completed,11-07-2016 21:11,Night,11-07-2016 22:01,21,Monday
1633,Airport,265,Trip Completed,12-07-2016 07:07,Morning,12-07-2016 08:07,7,Tuesday
1930,City,265,Trip Completed,12-07-2016 11:14,Day,12-07-2016 12:13,11,Tuesday
6451,City,265,Trip Completed,15-07-2016 20:07,Night,15-07-2016 21:05,20,Friday
389,City,266,Trip Completed,11-07-2016 08:20,Day,11-07-2016 09:17,8,Monday
712,Airport,266,Trip Completed,11-07-2016 14:31,Evening,11-07-2016 15:01,14,Monday
972,Airport,266,Trip Completed,11-07-2016 18:52,Night,11-07-2016 19:44,18,Monday
1811,City,266,Trip Completed,12-07-2016 09:14,Day,12-07-2016 10:07,9,Tuesday
2126,City,266,Trip Completed,12-07-2016 16:52,Evening,12-07-2016 18:02,16,Tuesday
3383,City,266,Trip Completed,13-07-2016 14:26,Evening,13-07-2016 15:07,14,Wednesday
3594,City,266,Trip Completed,13-07-2016 18:31,Night,13-07-2016 19:39,18,Wednesday
4337,City,266,Trip Completed,14-07-2016 07:10,Morning,14-07-2016 07:42,7,Thursday
4694,Airport,266,Trip Completed,14-07-2016 13:01,Evening,14-07-2016 13:38,13,Thursday
5891,Airport,266,Trip Completed,15-07-2016 09:37,Day,15-07-2016 10:34,9,Friday
6035,Airport,266,Trip Completed,15-07-2016 12:59,Evening,15-07-2016 13:51,12,Friday
2604,City,267,Trip Completed,12-07-2016 22:05,Night,12-07-2016 22:51,22,Tuesday
2761,City,267,Trip Completed,13-07-2016 03:55,Early Morning,13-07-2016 05:06,3,Wednesday
3496,Airport,267,Trip Completed,13-07-2016 17:37,Night,13-07-2016 18:33,17,Wednesday
4950,City,267,Trip Completed,14-07-2016 18:29,Night,14-07-2016 19:24,18,Thursday
6762,Airport,267,Trip Completed,15-07-2016 00:07,Early Morning,15-07-2016 00:52,0,Friday
5825,Airport,267,Trip Completed,15-07-2016 08:54,Day,15-07-2016 09:52,8,Friday
251,Airport,268,Trip Completed,11-07-2016 06:36,Morning,11-07-2016 07:08,6,Monday
618,City,268,Trip Completed,11-07-2016 12:01,Evening,11-07-2016 13:03,12,Monday
1595,Airport,268,Trip Completed,12-07-2016 06:34,Morning,12-07-2016 07:10,6,Tuesday
2087,Airport,268,Trip Completed,12-07-2016 15:49,Evening,12-07-2016 16:56,15,Tuesday
3334,Airport,268,Trip Completed,13-07-2016 12:35,Evening,13-07-2016 13:30,12,Wednesday
3950,City,268,Trip Completed,13-07-2016 22:41,Night,13-07-2016 23:34,22,Wednesday
4378,City,268,Trip Completed,14-07-2016 07:36,Morning,14-07-2016 08:22,7,Thursday
4714,City,268,Trip Completed,14-07-2016 13:30,Evening,14-07-2016 14:04,13,Thursday
4777,City,268,Trip Completed,14-07-2016 16:21,Evening,14-07-2016 16:52,16,Thursday
5619,Airport,268,Trip Completed,15-07-2016 06:30,Morning,15-07-2016 07:39,6,Friday
6649,Airport,268,Trip Completed,15-07-2016 22:07,Night,15-07-2016 23:23,22,Friday
596,City,269,Trip Completed,11-07-2016 11:30,Day,11-07-2016 12:28,11,Monday
910,Airport,269,Trip Completed,11-07-2016 18:21,Night,11-07-2016 19:01,18,Monday
1751,Airport,269,Trip Completed,12-07-2016 08:39,Day,12-07-2016 09:29,8,Tuesday
1952,City,269,Trip Completed,12-07-2016 11:30,Day,12-07-2016 12:21,11,Tuesday
2814,City,269,Trip Completed,13-07-2016 05:09,Morning,13-07-2016 06:08,5,Wednesday
3425,City,269,Trip Completed,13-07-2016 15:52,Evening,13-07-2016 16:23,15,Wednesday
4525,Airport,269,Trip Completed,14-07-2016 09:27,Day,14-07-2016 10:18,9,Thursday
4661,City,269,Trip Completed,14-07-2016 12:20,Evening,14-07-2016 12:57,12,Thursday
5533,City,269,Trip Completed,15-07-2016 05:20,Morning,15-07-2016 06:25,5,Friday
6101,City,269,Trip Completed,15-07-2016 14:52,Evening,15-07-2016 16:03,14,Friday
95,Airport,270,Trip Completed,11-07-2016 04:54,Morning,11-07-2016 06:03,4,Monday
944,City,270,Trip Completed,11-07-2016 18:35,Night,11-07-2016 19:09,18,Monday
1066,Airport,270,Trip Completed,11-07-2016 19:58,Night,11-07-2016 20:51,19,Monday
1592,City,270,Trip Completed,12-07-2016 06:37,Morning,12-07-2016 07:48,6,Tuesday
2461,Airport,270,Trip Completed,12-07-2016 20:32,Night,12-07-2016 21:32,20,Tuesday
3039,Airport,270,Trip Completed,13-07-2016 07:34,Morning,13-07-2016 08:14,7,Wednesday
3768,City,270,Trip Completed,13-07-2016 20:39,Night,13-07-2016 21:24,20,Wednesday
4277,City,270,Trip Completed,14-07-2016 06:22,Morning,14-07-2016 07:19,6,Thursday
4658,City,270,Trip Completed,14-07-2016 12:08,Evening,14-07-2016 13:05,12,Thursday
6111,City,270,Trip Completed,15-07-2016 15:03,Evening,15-07-2016 16:15,15,Friday
559,City,271,Trip Completed,11-07-2016 10:14,Day,11-07-2016 11:03,10,Monday
860,City,271,Trip Completed,11-07-2016 17:56,Night,11-07-2016 18:39,17,Monday
1724,City,271,Trip Completed,12-07-2016 08:19,Day,12-07-2016 09:27,8,Tuesday
4409,City,271,Trip Completed,14-07-2016 08:10,Day,14-07-2016 09:17,8,Thursday
5534,City,271,Trip Completed,15-07-2016 05:20,Morning,15-07-2016 05:54,5,Friday
5908,Airport,271,Trip Completed,15-07-2016 09:56,Day,15-07-2016 11:08,9,Friday
597,Airport,272,Trip Completed,11-07-2016 11:30,Day,11-07-2016 12:12,11,Monday
1417,City,272,Trip Completed,12-07-2016 03:37,Early Morning,12-07-2016 04:09,3,Tuesday
1714,Airport,272,Trip Completed,12-07-2016 08:14,Day,12-07-2016 09:22,8,Tuesday
1919,City,272,Trip Completed,12-07-2016 10:59,Day,12-07-2016 12:13,10,Tuesday
3256,Airport,272,Trip Completed,13-07-2016 10:08,Day,13-07-2016 10:48,10,Wednesday
5286,City,272,Trip Completed,14-07-2016 21:40,Night,14-07-2016 22:28,21,Thursday
5526,City,272,Trip Completed,15-07-2016 05:19,Morning,15-07-2016 06:13,5,Friday
5905,Airport,272,Trip Completed,15-07-2016 09:51,Day,15-07-2016 10:29,9,Friday
6231,Airport,272,Trip Completed,15-07-2016 17:45,Night,15-07-2016 18:24,17,Friday
258,Airport,273,Trip Completed,11-07-2016 06:36,Morning,11-07-2016 07:19,6,Monday
723,City,273,Trip Completed,11-07-2016 15:03,Evening,11-07-2016 15:54,15,Monday
930,City,273,Trip Completed,11-07-2016 18:27,Night,11-07-2016 19:08,18,Monday
1498,City,273,Trip Completed,12-07-2016 05:30,Morning,12-07-2016 06:15,5,Tuesday
2553,Airport,273,Trip Completed,12-07-2016 21:23,Night,12-07-2016 22:44,21,Tuesday
3777,Airport,273,Trip Completed,13-07-2016 20:47,Night,13-07-2016 21:28,20,Wednesday
3914,City,273,Trip Completed,13-07-2016 22:09,Night,13-07-2016 22:40,22,Wednesday
4114,City,273,Trip Completed,14-07-2016 04:04,Morning,14-07-2016 04:42,4,Thursday
5703,Airport,273,Trip Completed,15-07-2016 07:27,Morning,15-07-2016 08:23,7,Friday
5888,City,273,Trip Completed,15-07-2016 09:38,Day,15-07-2016 10:35,9,Friday
6042,Airport,273,Trip Completed,15-07-2016 13:09,Evening,15-07-2016 14:30,13,Friday
6150,Airport,273,Trip Completed,15-07-2016 16:21,Evening,15-07-2016 17:20,16,Friday
410,City,274,Trip Completed,11-07-2016 08:34,Day,11-07-2016 09:25,8,Monday
610,Airport,274,Trip Completed,11-07-2016 11:49,Day,11-07-2016 12:58,11,Monday
719,Airport,274,Trip Completed,11-07-2016 14:52,Evening,11-07-2016 15:32,14,Monday
1060,City,274,Trip Completed,11-07-2016 19:50,Night,11-07-2016 20:48,19,Monday
1929,City,274,Trip Completed,12-07-2016 11:18,Day,12-07-2016 12:16,11,Tuesday
2101,City,274,Trip Completed,12-07-2016 16:10,Evening,12-07-2016 17:10,16,Tuesday
2282,City,274,Trip Completed,12-07-2016 18:42,Night,12-07-2016 19:45,18,Tuesday
3190,City,274,Trip Completed,13-07-2016 09:28,Day,13-07-2016 10:44,9,Wednesday
3412,City,274,Trip Completed,13-07-2016 15:26,Evening,13-07-2016 16:04,15,Wednesday
3725,City,274,Trip Completed,13-07-2016 20:00,Night,13-07-2016 21:13,20,Wednesday
4612,City,274,Trip Completed,14-07-2016 10:41,Day,14-07-2016 11:31,10,Thursday
5033,Airport,274,Trip Completed,14-07-2016 19:16,Night,14-07-2016 20:06,19,Thursday
5764,City,274,Trip Completed,15-07-2016 08:17,Day,15-07-2016 09:01,8,Friday
6750,Airport,274,Trip Completed,15-07-2016 23:51,Night,16-07-2016 00:49,23,Friday
314,Airport,275,Trip Completed,11-07-2016 07:28,Morning,11-07-2016 08:15,7,Monday
757,Airport,275,Trip Completed,11-07-2016 16:01,Evening,11-07-2016 16:52,16,Monday
2123,City,275,Trip Completed,12-07-2016 16:45,Evening,12-07-2016 17:40,16,Tuesday
2824,City,275,Trip Completed,13-07-2016 05:10,Morning,13-07-2016 06:29,5,Wednesday
3445,Airport,275,Trip Completed,13-07-2016 16:39,Evening,13-07-2016 17:22,16,Wednesday
3690,Airport,275,Trip Completed,13-07-2016 19:43,Night,13-07-2016 20:48,19,Wednesday
5440,Airport,275,Trip Completed,15-07-2016 03:04,Early Morning,15-07-2016 04:04,3,Friday
6090,Airport,275,Trip Completed,15-07-2016 14:31,Evening,15-07-2016 15:09,14,Friday
303,Airport,276,Trip Completed,11-07-2016 07:19,Morning,11-07-2016 08:01,7,Monday
560,Airport,276,Trip Completed,11-07-2016 10:16,Day,11-07-2016 11:25,10,Monday
1319,City,276,Trip Completed,11-07-2016 22:48,Night,11-07-2016 23:43,22,Monday
1493,Airport,276,Trip Completed,12-07-2016 05:28,Morning,12-07-2016 06:22,5,Tuesday
1662,City,276,Trip Completed,12-07-2016 07:27,Morning,12-07-2016 08:32,7,Tuesday
2020,City,276,Trip Completed,12-07-2016 13:40,Evening,12-07-2016 14:37,13,Tuesday
2407,City,276,Trip Completed,12-07-2016 19:57,Night,12-07-2016 20:47,19,Tuesday
2818,Airport,276,Trip Completed,13-07-2016 05:05,Morning,13-07-2016 05:37,5,Wednesday
3827,City,276,Trip Completed,13-07-2016 21:10,Night,13-07-2016 22:09,21,Wednesday
4421,City,276,Trip Completed,14-07-2016 08:16,Day,14-07-2016 09:20,8,Thursday
5673,Airport,276,Trip Completed,15-07-2016 07:05,Morning,15-07-2016 07:39,7,Friday
6372,Airport,276,Trip Completed,15-07-2016 19:09,Night,15-07-2016 19:37,19,Friday
6563,City,276,Trip Completed,15-07-2016 21:03,Night,15-07-2016 22:21,21,Friday
579,City,277,Trip Completed,11-07-2016 11:04,Day,11-07-2016 12:02,11,Monday
689,City,277,Trip Completed,11-07-2016 13:45,Evening,11-07-2016 14:19,13,Monday
724,Airport,277,Trip Completed,11-07-2016 15:06,Evening,11-07-2016 15:42,15,Monday
1499,City,277,Trip Completed,12-07-2016 05:30,Morning,12-07-2016 06:18,5,Tuesday
3960,Airport,277,Trip Completed,13-07-2016 22:52,Night,13-07-2016 23:33,22,Wednesday
4919,Airport,277,Trip Completed,14-07-2016 18:16,Night,14-07-2016 18:54,18,Thursday
6334,Airport,277,Trip Completed,15-07-2016 18:43,Night,15-07-2016 19:50,18,Friday
1577,Airport,278,Trip Completed,12-07-2016 06:22,Morning,12-07-2016 07:37,6,Tuesday
2197,Airport,278,Trip Completed,12-07-2016 17:53,Night,12-07-2016 18:27,17,Tuesday
2509,City,278,Trip Completed,12-07-2016 21:01,Night,12-07-2016 21:51,21,Tuesday
3514,Airport,278,Trip Completed,13-07-2016 17:42,Night,13-07-2016 18:29,17,Wednesday
4588,City,278,Trip Completed,14-07-2016 10:01,Day,14-07-2016 11:11,10,Thursday
5929,Airport,278,Trip Completed,15-07-2016 10:06,Day,15-07-2016 10:53,10,Friday
6335,City,278,Trip Completed,15-07-2016 18:45,Night,15-07-2016 19:18,18,Friday
375,Airport,279,Trip Completed,11-07-2016 08:07,Day,11-07-2016 09:26,8,Monday
555,City,279,Trip Completed,11-07-2016 10:16,Day,11-07-2016 11:01,10,Monday
622,Airport,279,Trip Completed,11-07-2016 12:01,Evening,11-07-2016 13:15,12,Monday
1975,City,279,Trip Completed,12-07-2016 12:17,Evening,12-07-2016 13:34,12,Tuesday
2831,Airport,279,Trip Completed,13-07-2016 05:22,Morning,13-07-2016 06:26,5,Wednesday
3085,Airport,279,Trip Completed,13-07-2016 08:18,Day,13-07-2016 08:55,8,Wednesday
3418,City,279,Trip Completed,13-07-2016 15:37,Evening,13-07-2016 16:45,15,Wednesday
3915,City,279,Trip Completed,13-07-2016 22:08,Night,13-07-2016 23:26,22,Wednesday
4443,Airport,279,Trip Completed,14-07-2016 08:29,Day,14-07-2016 09:40,8,Thursday
5686,City,279,Trip Completed,15-07-2016 07:19,Morning,15-07-2016 08:22,7,Friday
6120,Airport,279,Trip Completed,15-07-2016 15:21,Evening,15-07-2016 16:06,15,Friday
6274,Airport,279,Trip Completed,15-07-2016 18:18,Night,15-07-2016 19:02,18,Friday
6364,City,279,Trip Completed,15-07-2016 19:11,Night,15-07-2016 19:50,19,Friday
89,City,280,Trip Completed,11-07-2016 04:52,Morning,11-07-2016 05:51,4,Monday
805,Airport,280,Trip Completed,11-07-2016 17:19,Night,11-07-2016 18:18,17,Monday
2836,City,280,Trip Completed,13-07-2016 05:20,Morning,13-07-2016 06:22,5,Wednesday
3298,City,280,Trip Completed,13-07-2016 11:44,Day,13-07-2016 12:47,11,Wednesday
5506,City,280,Trip Completed,15-07-2016 05:06,Morning,15-07-2016 05:41,5,Friday
6159,City,280,Trip Completed,15-07-2016 16:35,Evening,15-07-2016 17:23,16,Friday
6492,City,280,Trip Completed,15-07-2016 20:31,Night,15-07-2016 21:18,20,Friday
592,City,281,Trip Completed,11-07-2016 11:18,Day,11-07-2016 11:54,11,Monday
737,Airport,281,Trip Completed,11-07-2016 15:30,Evening,11-07-2016 16:04,15,Monday
1108,City,281,Trip Completed,11-07-2016 20:11,Night,11-07-2016 20:53,20,Monday
1387,Airport,281,Trip Completed,12-07-2016 01:33,Early Morning,12-07-2016 02:18,1,Tuesday
2311,Airport,281,Trip Completed,12-07-2016 19:00,Night,12-07-2016 19:56,19,Tuesday
2887,City,281,Trip Completed,13-07-2016 05:50,Morning,13-07-2016 06:28,5,Wednesday
3283,City,281,Trip Completed,13-07-2016 10:51,Day,13-07-2016 11:36,10,Wednesday
4341,City,281,Trip Completed,14-07-2016 07:14,Morning,14-07-2016 08:26,7,Thursday
5025,Airport,281,Trip Completed,14-07-2016 19:05,Night,14-07-2016 20:08,19,Thursday
5437,Airport,281,Trip Completed,15-07-2016 02:59,Early Morning,15-07-2016 03:57,2,Friday
5652,City,281,Trip Completed,15-07-2016 06:56,Morning,15-07-2016 08:07,6,Friday
672,Airport,282,Trip Completed,11-07-2016 13:20,Evening,11-07-2016 14:22,13,Monday
1578,Airport,282,Trip Completed,12-07-2016 06:25,Morning,12-07-2016 07:42,6,Tuesday
4506,City,282,Trip Completed,14-07-2016 09:09,Day,14-07-2016 10:08,9,Thursday
4762,City,282,Trip Completed,14-07-2016 15:22,Evening,14-07-2016 16:19,15,Thursday
6081,City,282,Trip Completed,15-07-2016 14:22,Evening,15-07-2016 15:12,14,Friday
6503,City,282,Trip Completed,15-07-2016 20:30,Night,15-07-2016 21:22,20,Friday
649,City,283,Trip Completed,11-07-2016 12:42,Evening,11-07-2016 13:16,12,Monday
1040,City,283,Trip Completed,11-07-2016 19:33,Night,11-07-2016 20:15,19,Monday
1461,Airport,283,Trip Completed,12-07-2016 04:58,Morning,12-07-2016 06:10,4,Tuesday
2497,City,283,Trip Completed,12-07-2016 20:57,Night,12-07-2016 21:42,20,Tuesday
2758,City,283,Trip Completed,13-07-2016 03:48,Early Morning,13-07-2016 04:21,3,Wednesday
2991,Airport,283,Trip Completed,13-07-2016 07:07,Morning,13-07-2016 08:07,7,Wednesday
3458,City,283,Trip Completed,13-07-2016 17:04,Night,13-07-2016 18:02,17,Wednesday
3830,Airport,283,Trip Completed,13-07-2016 21:14,Night,13-07-2016 22:02,21,Wednesday
6685,Airport,283,Trip Completed,15-07-2016 22:34,Night,15-07-2016 23:27,22,Friday
420,City,284,Trip Completed,11-07-2016 08:37,Day,11-07-2016 09:27,8,Monday
662,City,284,Trip Completed,11-07-2016 12:58,Evening,11-07-2016 14:02,12,Monday
791,Airport,284,Trip Completed,11-07-2016 16:55,Evening,11-07-2016 17:35,16,Monday
1164,City,284,Trip Completed,11-07-2016 20:50,Night,11-07-2016 21:39,20,Monday
2939,City,284,Trip Completed,13-07-2016 06:25,Morning,13-07-2016 07:05,6,Wednesday
3867,City,284,Trip Completed,13-07-2016 21:45,Night,13-07-2016 22:24,21,Wednesday
4290,City,284,Trip Completed,14-07-2016 06:36,Morning,14-07-2016 07:36,6,Thursday
4400,Airport,284,Trip Completed,14-07-2016 08:01,Day,14-07-2016 08:44,8,Thursday
5100,Airport,284,Trip Completed,14-07-2016 19:58,Night,14-07-2016 20:43,19,Thursday
5956,City,284,Trip Completed,15-07-2016 10:41,Day,15-07-2016 11:44,10,Friday
6701,City,284,Trip Completed,15-07-2016 22:55,Night,15-07-2016 23:37,22,Friday
1,Airport,285,Trip Completed,11-07-2016 00:20,Early Morning,11-07-2016 00:51,0,Monday
1923,City,285,Trip Completed,12-07-2016 11:00,Day,12-07-2016 12:00,11,Tuesday
3804,Airport,285,Trip Completed,13-07-2016 21:00,Night,13-07-2016 21:37,21,Wednesday
4876,Airport,285,Trip Completed,14-07-2016 17:46,Night,14-07-2016 18:23,17,Thursday
5428,Airport,285,Trip Completed,15-07-2016 02:28,Early Morning,15-07-2016 03:04,2,Friday
6452,City,285,Trip Completed,15-07-2016 20:07,Night,15-07-2016 20:48,20,Friday
